year,month,21130180,21135020,21135030,21160030,21160040,21160050,21160070,21160080,21165030,21170020,21170040,21180040,21180120,21180160,21180210,21185020,21185030,21190290,21215080,21220040,21245010,21245040,21250070,21250450,21250460,22020070,22050030,22050040,22050090,22055020,22060070,22060080,22060090,22060100
1981,1,98,58,49.0757564,76.4,68,96,17,34.9,32.5,36.0700178,59.18063667,27,30,113,7,58.9,60.5,63,10.6,60,38.8,99.9,63.4,83,64.5,72,40.5,79,46,67.1,69.6,45,10,47
1981,2,94,82.5,118.6748562,273.6,148,150,208,148.5,147.7,107.2793271,174.8274039,131,294,149,143,145.1,143.3,119,163.5,125,153.3,158.6,187.3,127,110,269,141.8,152.4,85,298.8,189.2,281,310,188
1981,3,126.6595242,155.8,129.627441,160.8,151,135,137,180.3,179.3,56.97605578,185.5983789,69,170,122,62,31.8,36.6,78,25.8,76,108.3,105.3,100.1,35,58.5,200,100.8,154.3,95,127.3,40.3,133,146,101
1981,4,193.1073618,282,199.0180557,417.6,284,152,329,303.8,252.9,282.7237541,308.0387827,395,413,299,502.1,249.9,288.9,328,239.4,229.6,255.3,268.4,271,125.7,329,547,233.9,493.8,343,305.3,193.4,476,400,435
1981,5,266.9424437,284.7,275.0653731,492.2,294,221,280,332.7,341.2,324.2055909,467.196012,400,320,347,331.9,332.7,384.2,428,278.1,259.1,324.8,394.7,431.4,301.6,298,560,343.7,359.3,317,428.2,210.4,497,656,405
1981,6,28.7830291,93,45.21380206,390.4,105,165,177,122.2,182.3,112.3347682,156.1001793,195,101,103,81.3,74.1,74.7,211,111.5023612,140.7,204.4,256.5,154.2,93,189,211,80.4,84.3,45,115.7,75.4,229,93,51
1981,7,14,3.3,19.43781149,47.1,63,46,101,83.4,31.7,14.2231185,43.61942836,36,28,23,8.7,54.6,44.4,55,6.6,16,50.1,52.7,25.4,12.5,20,77,53.2,29.4,21,87.3,5.5,106,20,0
1981,8,20,77.3,38.9862036,112.7,106,145,110,46.9,134.9,111.8026789,166.2025515,232,97,254,134.6,160.9,122.2,158,160.0195085,204.5,117.7,150.6,197.1,135.1,185,147,171.8,96.5,137,101,48,295,162,100
1981,9,13,7.4,10.2,16.2,12,134,37,8.4,55.9,28.36655243,44.6733914,177,22,57,65.1,36.4,25.3,21,37.5,171,42.7,98.5,218.2,150.9,152,91,36.9,24.5,0,43.7,3.6,72,35,5
1981,10,139,263.2,215.9,360,394,226,314,333.4,304.9,243.0941977,431.1308019,244,267,201,280.4,239.5,158,285,185.2,338,195.3,247.2,338.9,178.9,347,269,168.2,416.5,194,313.9,307.1,453,477,243
1981,11,301,152.3,529.1,328.9,545,182,257,493.4,467.4,135.7908709,374.3557503,310,187,301,206.9,111.6,132.8,519.5,60.7,126,144.1,217.3,169.9,180.7,153,381,346.9,336.1,327,362.5,375.6,481,490,269
1981,12,101,24.2,172.7,185,135,108,58,177.2,161,52.35471144,154.8521506,114,114,88,269.9,68.8,46.7,58,109.6,65,40.3,77,99,49,42,196,63,197,39,163.2,144.7,373,225,83
1982,1,104,41.9,121.4,114.4,189,12.1,211,233.1,253.8,57.82727138,122.9858215,180,11.7,64,135.1,76.7,85.7,128.5,70.8,66,56,106.2,80,119.9,68,428,147.9,303.3,64,429.2,93.7,42.4,23.9,4.2
1982,2,134,157.8,154.2,243,308,134,337,177.5,410.1,118.8135931,280.7939099,195,24.5,182,193,88.3,160,169.8597568,140.5,160,107.9,185.4,191.5,212.1,173,372,259.8,155.2,164,305.2,212.6,30,23.5,18.6
1982,3,271,111.9,142.8,344.4,405,13.7,224,288,266.8,117.4462594,205.7413793,74,7.9,160,95,202.2,99.1,163.7624479,85.3,75,93.4,129.1,78.2,108.2,65,377,259.2,281.8,139,453.5,92.8,31.4,18.7,8
1982,4,251,427.2,367.4,314.1,399,141,314,286.4,311.8,256.2136199,359.9909688,208,32.9,342,287.5,257.8,248,328.9227003,221.6,234.3,191.5,172.5,150.9,210.3,191,461,372.3,263.3,344,475.5,294.2,37.7,32.2,28.8
1982,5,129,361.9,144.5,508.4,183,11.8,288,282.5,317,258.9428004,365.6174104,348,35.9,368,347.9,235.8,239.5,341.406087,300.9,401.2,334.8,336.4,272.2,278.1,293,486,331.9,218,436,319.4,242.5,31.2,32.6,34.2
1982,6,0,21,6.8,44.5,13,5.5,31,3.2,67.7,26.06406192,35.37894705,66,1.5,18,19.8,28.8,31.2,44.00117309,14.8,67.5,67.8,52.4,139.8,50.6,72,27,0,20.2,27,100.8,52.1,12.3,16,0
1982,7,0,2.2,5.3,2.7,19,5.7,21,16,5.8,9.308528141,10.20102282,7,0,0.5,34.1,1.7,0.9,19.54792116,39.6,0,2.3,1.9,19,30.2,0,42,0.1,12.4,0,17,0.1,30,0,0
1982,8,0,0,7.6,0,2,1,24,0,5.5,1.08826831,2.47098922,2,0,0,0.7,0.8,0.8,10.05201657,1.1,10,0.9,5,4.1,40.7,0,18,1.8,15.4,1.135987083,11.1,0,6,0,0
1982,9,5,78.8,50.2,183.7,8.2,104,180,51.7,241.9,185.0781819,136.2038119,102,135.3589168,15.3,187.8,208.1,190.7,159.9302599,178.730127,404,274.5,201.3,252.5,245.3,197,224,101.6,123.5,136.7408883,94.2,103.1152494,207,118.649452,9.6
1982,10,239,273.4,282.9,451.6,43.7,136,279,496,400.9,222.8703737,418.2420616,333,322,29.9,511.7,296.8,340.9,298.401471,321.0084034,150,262.6,277.1544411,213.1,247.4,100,442,332.6,337.7,323.2229166,504,323.8150069,351,437.9268706,20.9
1982,11,117,162.9,120,309.9,11.1,0,234,154.1,187.1,107.741648,196.1790235,118,130,25.9,197.8,71.6,133.2,204.1400436,130.1,36.2,65.8,80.5,114.6,206,196,183,72.8,196.1173963,149.1226162,186.1,200.9,271,290,8.1
1982,12,91,350.7,100.6,216.2,30.9,281.2740163,280,241.1,288.6,143.3857721,320.7799796,252,125,13.9,128.9,139.5,177.1,235.13841,201.6,124.7,87.6,167.1,125.9,125,124,267,161.6,197,205.8672667,228.1,79.5,189,212,10.7
1983,1,5,60.8,32.7,74.3,139,81,176,91.2,89,39.98151421,122.6984234,204,34,200,21.2,11.5,56.6,90.37501524,32.9,35.3,100.1,87,34.8,45,51,111,99.7,91.91614422,66.08085145,107.1,77.8,142,205,71
1983,2,15,103.9,31.7,53.8,76,96,111,68.2,59.2,48.82170315,73.59238378,54,93,140,170.4,97.1,35.9,67.24035257,68.6,99,63.3,55.4,23.8,32.1,59,162,57.2,101.0697957,79.58021017,194.1,91.3,144,81,124
1983,3,167,166.7,105,171.4,179,167.6823303,193,118.7,178.7,92.47650106,178.2387618,274,104,142,175.9,73.5,209.5,133.054967,93.4,81.6,109.7873159,295.6,109.8,184.5,110,188,131.6,163.1,149,201.9,220.6,168,185.8553841,196
1983,4,220,149.3,180.6,547.8,444,562,333,179.7,414.6,294.4183164,430.8987644,301,317,317,506.4,231.8,348.1,348.6550032,315.3,216.7,247.1,321.6,302.8,284.7,257,522,468.8,211.9,274,302.6,357.2275686,464,333,175
1983,5,143,149.4,109.5,217.3,129,161.6493039,206,154,201,157.4149023,211.0131282,355.6,108,289,193.6,129,110.4,198.833433,112.1,110.2,264.1,356.7,147.5,173.1,270,300,173.5,81,156.2204723,201.9,112.3,288,249,88.2
1983,6,4,61.1,32.5,62.4,97,30,42,58.7,44.5,26.92991473,47.81843392,12.7,46,35,13.7,7.5,16.6,57,4.3,31.5,5.3,14.3,73.1,113.6,77,67,12.2,62.9,50.92837885,83.3,43.6,97,65,125
1983,7,5,25.2,87,11.7,6,23,53,3.4,19.9,25.37984657,28.59111174,26.8,3,42,39.7,15.6,4.7,11,28,63.4,51.9,48.8,89.4,84.7,88,25,12.8,13.9,26.6161047,17.1,14,78,26,36.5
1983,8,0,9,20.6,6.5,10,36,32,26.6,16.9,21.61531963,15.72939327,24,0,0,10.4,11.1,4.1,5,37.9,9.7,10,12.1,39.5,81.6,0,11,3.2,5,11.84492204,2,4.6,13,1,4.6
1983,9,13.97341658,62.3,20.2,97.9,63,34,64,121.5,128.7,55.82763576,62,118,9,82,111.2,127.3,46,29,62.7,81.5,141.6,122.4,254.2,158,163.5,14,49.3,17.4,67.14861184,20.2,3.1,53,38,104
1983,10,87,153.5,99.9,151.9,283,112,248,698.6,216.4,134.8465697,297.3,142.7,121,169,224.3,114.8,132.8,106,107.9,94.5,125.7,262.4,199.7,147.3,147,246,81.3,320.1,175.0238277,245.9,102.2,318,154,162.1
1983,11,147,99.1,254.7,374.4,222,84,247,213.1,275.9,109.1022602,154.8,226,117.0063723,145,152.5,107,70.1,190.3,144.3,255.2,95.3,147.4,274.6,72.2,56,184,85.7,228.6,86,239.5,100.6,207,284,152.9
1983,12,282,197.3,216.4,352.3,264,141,182,339.5,285.2,136.6312908,235.9,228,42,151,151.7,134.5,204.2,350.3,88.3,67.5,105.4,172.5,126.9,266.4,83,239,191.3,265.1,238,322.4,269.6,166,449,201.9
1984,1,121,120.6995441,218.3,484.5,310.2,208,352,220,235.2,67.42623333,304.7,118,71,106,46.4,139.7,91.92213099,78.2,55.2,21.5,65.8,87.1,54.7,56.9,3,363,81.8,289.3,122,374.9,139.2,314,238,104.8
1984,2,138,204.2830468,146.3,417.9,286,339,109,177.2,242.1,138.7679871,180.3,267,199,351,286.3,240.9,222.4950718,258.7,290.1,238.1,135.1,201.4,152.2,210.2,149,248,311.1,211.7,312,327.2,237.33095,426,403,210.9
1984,3,74,162.9191163,54.1,105.3,186,211,184,155.4371665,115.9,90.38169961,101.9,141,121,169,123.1,80.4,131.3752018,66.9,64.7,17.5,62.8,36.9,128.3,152.8,60,315,291,147,108,223,163,182,182,243.3
1984,4,162.3296074,165.1287614,90.1,162.3,286,160,137,201.3931271,298.8,189.2944614,388.3,285,145,264,285.4,182.4,150.468787,170.8,197.4,141.0649653,150.2,196,177.1,140.3,189,383,237,312.1,295,280.2,256.4,305,349,227.4
1984,5,182,334,150.7,336.2,268,418,282,240.4,285.3,231.0474548,319.6,492,234,364,415.7,321.7,254.9368706,328.2,298.4,114.5,280.6,228.6,385.4,276.7,185,333,326.7,292.7,392,263.1,586.2,336,312,239.7
1984,6,17,88.6,21.8,95,86,207,65,76.7,61.3,77.53739626,172.6,142,81,90,77.4,70.1,108.3153476,80.5,114.8509178,72,162.6,364.6,117.3,133.1,157,156,21.7,67.1,31,51.9,143.9,207,79,88.9
1984,7,8,68.15972549,52.2,33.8,122,135,96,91.1,71.1,15,108.2,117,51,125,109.5,132.4,86.67934835,74.3,67.36621434,217,81.3,159.5,144.4,97,90,148,168.9,202.3,87.42701757,142.1,112.4,272,128,94.4
1984,8,49,124.154584,105.9,59.1,235,50,163,219.2,171,49,141.3,300,135,108,158.5,104.6,91.41032008,51,89.4145068,192,168.6,147.5,180.5,209.7,192,141,134,164.1,128.142268,98.7,106.1,289,253,125.1
1984,9,235,238.3786307,328.7,421.3,357,166,142,199.6,212.3,216,239.6,191,140,486,198.6,321,292.6434111,202,265.4,285,193.6,178.9,371.2,260.4,195,262,325.3,268.4,238.541912,324.5,189.3,319,287,184.4
1984,10,185,248.9892781,276.7,321.4,460,196,196,296.2,308.3,78,404.2,186,110,307,129.1,57.7,172.4055917,80,126.6,134.3,93.1,151.2,192,228.2,86,451,299.2481916,330.8,179,348.4,241.1,332,549,236.7
1984,11,208,184.9439646,138.1,286.1,297,245,237,216.6,171.3,143.7,303.7,284,155,188,203.9,180.7,171.696908,177.8,270.2,210,267,288.7,158.5,250.2,160,338,123.4,269.2,214.7842398,503.7,147.5,245,352,124.8
1984,12,79,178.1182153,142.9,117.3,219,343,106,249,128.5,41,241,144,93,225,109,135.9,131.7022528,101.4,109.3407891,103,116.1,77.51704302,76.7,65.9,227,306,128.9,98.4,167.0070868,172.8,131.1,286,256,57
1985,1,18,0,10.5,14.6,27,149,176,3.6,48.5,0,11.9,17,0,0,34.5,0,0,3.4,0,18,9.5,16.6,38.3,45.6,2,65,14.1,46.10290724,0,63.7,1.7,272,53,15.4
1985,2,16,46.7,103.5,44.3,12,51.32463748,90,84.7,14.5,21,65.6,21.2,27,40,29.7,41.2,39.2,80,25.2,115,20.9,43.8,86.8,43.9,43,21,33.2,42.45586282,47,19.5,29.8,67,68,50
1985,3,156,171.5,124.6,154.7,184,295,226,103,137.7,17,112.7,99,58.80294174,54,40.5,35.9,49.1,47.9,40.1,35,60.8,168.7,85.2,199.2,115,112,101.1,143.2065598,79,235.9,49.9,176,128,58.9
1985,4,102,122.6,94.8,191,157,312,195,90.4,160.2,163,245.2,196,129.65328,198,165.3,202,100.4,196.5,373,342.6,182.4,211.5,215.2,180.5,173,181,284.7,196.3799359,100,136.4,223.4,365,310,103.3
1985,5,159,140.2,86.3,206.4,160,229,140,182.7,94.6,179.4792557,229.7,236,206.1847496,272,291.3,173.8,164.729239,167.5,160.7,126,200.1,270.8,115.3,120.6,71,219,270.5,156.3622286,181.1004714,124.2,59.1,272.5377888,235.1760249,112.1
1985,6,6,11.3,8.9,50.65266276,53,156,26,20.2,29.4,32.92560355,40.8,29,10.54017812,49,17.9,14.6,5.7,14.2,10.8,47,50.2,31.9,31.9,81.5,36,58,37.4,32.53177176,21.61096762,48.2,0.5,70,25,6.4
1985,7,26,15.5,17.3,26.4,31,87,83,25.2,65.9,21,119.8,44,40,42,93.8,35.2,33.71891427,26.4,35.5,74,26.9,56.3,114.3,99.9,36,133,97,36.99520022,4,39.5,16.8,285,35,7
1985,8,13,35.3,36.4,84.7,36,181,64,69.3,81.3,63,75.4,112,76,40,119.4,62.1,110.2,87.1,69.1,82,136.2,120.5,167.2,132.1,180,60,86.4,52.82861954,51,64,38.2,164,42,52.4
1985,9,120,351.4,100.4,221.5,425,234,234,227.2,233.9,140,85.1,183,262,168,223,187.3,200.3,170.2,210.8,736,263.1,226.5,284.1,208.8,317,188,202.3,219.541889,407,277.6,98.7,209,136.5,326
1985,10,275,234.5,182,505.1,363,372,242,269.3,488.8,135,483,204,109,106,282.6,167.2,222,284.7,208.6,399,262.2,252.6,138.4,215.7,132,432,193.8,305.339482,228,364.7,215.9,164,198.5,222.2
1985,11,185,133.8,118.3,315.6,425,320,171,219.9,205.9,66,200,167,165,108,164.9,95.9,218.7,187.1,79.8,90.05917551,48.8,115.2,43.6,141.8,84.34823888,259,227.8,247.1979475,196,381.7,110.7,284.1798372,183,128
1985,12,134,31.6,125.3,183.5,228,353.5,78,121.9,116.6,21,119.8,47,130,17,3.1,22.7,75.8,70.6,5.2,0,6.8,41.6,3.1,33.4,0,295,103.7,199.1373074,54,403.3,105.9,114,155,93.6
1986,1,78.18891327,109.5,68.8,183.5,121,216,175,290.8,115.8,116,189.2,114,50,150,163.4,121.6,92.64841163,138.4,194.8,119,68,143.3,89,135.9,143,125,31.6,122.3559358,149,152,120,180,77,226.3
1986,2,185.5049204,151.5,127.4,268.5,267,147,288,146.5,192.9,73,197.3,229,104,257,259.9,164.4,191.6305593,245.9,334.2,111,135.4,154.4,112.8,76.2,157,293,112.3,190.7833551,165,278.6,151.2510569,235,226,55.5
1986,3,159.7212508,87.2,212.9,193.3,464,436,158,248,397.6,39,261.6,141,42,231,70,115.2,129.9641848,99,125.6,223,154.3,139.3,200.4,66,64,285,140,210.4565614,112,198.7,69.6,306,275,64.6
